"","Category","ProductName","Reviewer","Review","TypeOfReviewer","ReviewDate","Rating"
"401","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Chris","







  
  
    Great value, true to size and very stylish. Prompt delivery.
  
","Verified Purchase","Reviewed in Australia on 13 February 2023","5.0 out of 5 stars"
"402","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","James ","







  
  
    arrived as expected on time , was packed securely and it looks great and fits perfect.
  
","Verified Purchase","Reviewed in Canada on 19 October 2023","5.0 out of 5 stars"
"403","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Kerry Aston","







  
  
    Perfect fit and so warm and comfortable. Looks great
  
","Verified Purchase","Reviewed in the United Kingdom on 6 January 2023","5.0 out of 5 stars"
"404","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Ángel Díaz Benitez","







  
    Muy buena chamarra, bonita y abrigadora, talla exacta
  
  
","Verified Purchase","Reviewed in Mexico on 24 December 2023","5.0 out of 5 stars"
"405","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Watson","







  
  
    returned
  
","Verified Purchase","Reviewed in the United Kingdom on 18 January 2018","2.0 out of 5 stars"
"406","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","José D. Morales R.","







  
    De excelente calidad y manufactura, muy cálida y abrigadora, indispensable para los climas fríos
  
  
","Verified Purchase","Reviewed in Mexico on 11 February 2024","5.0 out of 5 stars"
"407","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Demetrius","







  
  
    It seems like a good quality jacket but the torso is a few inches to big like probably around 5 inches the length is good the arms are also good but the torso is just way to wide I followed the size chart exactly and a size smaller would definitely fit better
  
","Verified Purchase","Reviewed in Canada on 16 December 2020","4.0 out of 5 stars"
"408","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Rolls-Royce Canada","







  
  
    My boyfriend is very happy with this gift and walks really proud in this Wrangler's Jacket. He is a big XXL and the jacket fits perfectly (had to return the Levi's same size because it was a few inches too small). Has a true western classic look. Colour isn't as dark as on the image, but beautiful nonetheless.
  
","Verified Purchase","Reviewed in Canada on 1 April 2019","5.0 out of 5 stars"
"409","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","crystal cochran","







  
  
    This coat was bought for my 15 yr old son. He absolutely loves it. It's a great fit. Great quality.  Great price. Super pleased with this purchase and contemplating buying one for my 10 yr old.
  
","Verified Purchase","Reviewed in the United States on 29 December 2023","5.0 out of 5 stars"
"410","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Keir B","







  
  
    I ordered the coat and it came within a couple of days. The coat is excellent quality. I was shopping around for old school coats like this style at some local stores. All the coats I tried on seemed of a cheap grade and weirdly sized. I ordered a large of this coat and it fit how it should. I found the coat to be high quality compared to today's market. I would definitely buy it again!
  
","Verified Purchase","Reviewed in Canada on 31 July 2019","5.0 out of 5 stars"
"411","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Mary E.","







  
  
    This item was given as a present and was very appreciated.  It looks great, is warm and fits very well.  So far, it's getting a lot of use and is standing up well.
  
","Verified Purchase","Reviewed in Canada on 22 February 2019","5.0 out of 5 stars"
"412","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","THOMAS D.","







  
  
    Loving this new jean jacket - perfect fit and comfortable and warm enough for 30deg F temperatures
  
","Verified Purchase","Reviewed in Canada on 20 November 2020","5.0 out of 5 stars"
"413","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Favian","







  
    Muy suave, ligera, caliente.
  
  
","Verified Purchase","Reviewed in Mexico on 21 April 2023","5.0 out of 5 stars"
"414","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Jeff Bennett","







  
  
    It feels good and looks good.
  
","Verified Purchase","Reviewed in the United States on 20 January 2024","5.0 out of 5 stars"
"415","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Austin","







  
  
    Great fit been running this coat through the business and it doesn’t even have so much as a scrape
  
","Verified Purchase","Reviewed in the United States on 30 December 2023","5.0 out of 5 stars"
"416","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Ladybug","







  
  
    Work and causal
  
","Verified Purchase","Reviewed in the United States on 4 January 2024","5.0 out of 5 stars"
"417","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Llegó en perfecto estado, bien empacada y el juego sellado y nuevo ","







  
    Llegó más rápido de lo esperado
  
  
","Verified Purchase","Reviewed in the United States on 31 December 2023","5.0 out of 5 stars"
"418","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","deezer73","







  
  
    Purchased as a Christmas gift. Warm and very well made! Nephew loved it!
  
","Verified Purchase","Reviewed in the United States on 21 December 2023","5.0 out of 5 stars"
"419","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Amazon Customer","







  
  
    Very comfortable and warm. I wear this everyday
  
","Verified Purchase","Reviewed in the United States on 30 November 2023","5.0 out of 5 stars"
"420","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Bill Murray","







  
  
    Fits great
  
","Verified Purchase","Reviewed in the United States on 4 December 2023","5.0 out of 5 stars"
"421","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Doug Brandenburg","







  
  
    Jacket is well made. its heavy and very warm. I got a large by the size chart. Im 5 10 and 198. Does fit very loose. but overall length and sleeves are good.
  
","Verified Purchase","Reviewed in the United States on 23 October 2023","5.0 out of 5 stars"
"422","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","mike","







  
  
    I returned it, was way to big. I ordered the size I always wear.
  
","Verified Purchase","Reviewed in the United States on 20 December 2023","3.0 out of 5 stars"
"423","Mens Shorts","Wrangler Men's Rustic Sherpa Lined Jacket","Cowboy C Bop","







  
  
    I am giving this FIVE stars  because I really like this jacket and the shipping was extremely fast . ---- I did have a couple of concerns though . The first -- I am a pretty big guy . 6 ft tall -- 240 pounds . I was not quite sure of what size to order cause just like everybody else - I hate returning something . Just a hassle !! --- So I followed the size chart and read all the reviews .( I wish that some other folks would of shared with us what their height and weight were in these reviews) . -- Anyway -- My chest is between a size 48 and 50 . -- I settled on the size XL in this jacket . After it arrived I tried it on and it looks great ( without buttoning up ) . When I do button up the jacket , it is very relaxed in the front . I have a nice size gut as well but you would never know wearing this jacket . Plenty of room for a hoodie or thermals or flannels . --- Now -- I don't know if I like that ?!?! I don't want to wear a hooded jacket underneath because I don't think that will look right . If it was a plain collar than yes . But the collar is sherpa-like and that I wouldn't want to obstruct the jackets collar . Does that make any sense ??? -- Another concern of mine was the quality of the denim . ---- I remember having this jacket when i was in my teens ( 3 decades ago ) - and for some reason that jacket seemed a heck of a lot thicker . This denim seems thin . --- OH-- I did wash and dry the day I received it ( I wanted to actually try and shrink it a little ). I don't think it shrunk at all . ( I couldn't tell because the front still seemed big  in the gut area ) . ---- I still like the jacket overall .  The price is good as well . If the denim was thicker no doubt this jacket would be selling for $100 some odd dollars , right ?---
  
","Verified Purchase","Reviewed in the United States on 22 October 2015","4.0 out of 5 stars"
